AAIIIIIIIIIIIII,"See Notepad"
BROADWAYTHEATER,"Manhattan's Minskoff, e.g."
BROADWAYTHEATRE,"STAGE"
BROCCOLIVARIETY,"RAB"
BROKEDOWNPALACE,"Danes / Pullman film"
BROKENELEVATORS,"Possible reason for [see circled letters]"
BROKENHEARTEDLY,"With deep grief"
BROKENINJECTION,"*Hypo that leaks all over the place?"
BROKERAGEHOUSES,"Some Wall Street firms"
BROKERCARMARKET,"STOCK..."
BROKERPLAYSBALL,"...a market figure cooperating with the authorities?"
BROKETHERECORDS,"At dance marathons the klutz ___"
BROKEUPHEWANTED,"Quip, part 2"
BROKEWITHCUSTOM,"Defied tradition"
BRONTOTHESAURUS,"Riddle's answer"
BRONZEMEDALISTS,"Ones honored for showing?"
BRONZEMEDALLIST,"Brit who gets an award for showing?"
BRONZESTARMEDAL,"Hero's award"
BRONZESTARMEDAL,"Military decoration for valor"
BROODSTOODFLOOD,"Group endured chickenhouse disaster?"
BROOKETOOKCROOK,"Shields swiped a shepherd's staff?"
BROOKLYNCOLLEGE,"Part of CUNY"
BROOKLYNCYCLONE,"KeySpan Park player"
BROOKLYNDODGERS,"Dem Bums (with ""The"")"
BROOKLYNDODGERS,"LOSERS OF THE GAME"
BROOKLYNDODGERS,"NL franchise, 1932-1957"
BROOKLYNDODGERS,"NL franchise, 1932-57"
BROOKLYNDODGERS,"Pre-Los Angeles team"
BROOKLYNDODGERS,"Robinson and Reese, for two"
BROOKLYNDODGERS,"Theme of this puzzle"
BROOKLYNDODGERS,"World Series champions 1955"
BROOKLYNHEIGHTS,"""The Patty Duke Show"" neighborhood"
BROTHERJONATHAN,"Predecessor of Uncle Sam?"
BROTHERSSIBLING,"SIS"
BROUGHAMCLOSETS,"Storage spaces for carriages?"
BROUGHTDAYLIGHT,"What the sun did?"
BROUGHTINTOPLAY,"Introduced"
BROUGHTINTOPLAY,"USED"
BROUGHTINTOPLAY,"Used"
BROWNBEARBRYANT,"Grizzly Alabama coach"
BROWNBRONCOCOLT,"Chestnut-colored mustang offspring?"
BROWNCOATSOFFUR,"Reindeer team coverers"
BROWNFROMTHESUN,"Baltimore reporter?"
BROWNINGCONTROL,"Toaster part"
BROWNNUTRASWEET,"Fake song by The Rolling Stones?"
BROWNUNIVERSITY,"College Horace Mann graduated from"
BROWNUNIVERSITY,"Providence school"
BROWNUNIVERSITY,"Tim Couch's school?"
BRUCEANDROBERTE,"Two Lees"
BRUCEBOXLEITNER,"Kate Jackson's co-star on ""Scarecrow and ""Mrs. King"""
BRUCEBOXLEITNER,"Tron portrayer"
BRUCEBOXLEITNER,"Tron star, 1982"
BRUCKNERSFOURTH,"C"
BRUNCHOFBANANAS,"Midmorning fruit dish?"
BRUSHTOJUDGMENT,"Prepare for a styling contest?"
BRUSHWITHTHELAW,"They suspected the painter because of his previous ___"
BRUSSELSBELGIUM,"Headquarters of the EU"
BRUSSELSSPROUTS,"Belgian lads?"
BRUSSELSSPROUTS,"Belgian moppets?"
BRUSSELSSPROUTS,"Cabbagelike vegetable"
BRUSSELSSPROUTS,"Green veggies despised by many (not me - try frying them in butter)"
BRUSSELSSPROUTS,"Second vegetable course in a capital meal?"
BRUSSELSSPROUTS,"Small cabbagelike veggies"
BRYNNERSWINNERS,"The King and I, The Magnificient Seven, etc."
BSTLVCTNSHRTFLM,"Oscar category won by ""West Bank Story"" in 2006"
BUBBAGUMPSHRIMP,"Fictional company in a 1994 blockbuster"
BUBBLEANDSQUEAK,"Beef with cabbage, British-style"
BUBBLEANDSQUEAK,"British dish"
BUBBLEANDSQUEAK,"Dish named for its sound while cooking"
BUCHANANBROSNAN,"Bond of recent times?"
BUCHANANSCANNON,"President's weapon?"
BUCKETHBRIGADES,"Rebels against military forces?"
BUCKINGHAMHORSE,"Heroin for a Fleetwood Mac guitarist?"
BUCKINGHAMSHIRE,"Location of 26A"
BUCKINGTHETREND,"Swimming against the tide"
BUCKLEDPRIVATES,"Pushed enlisted men to the breaking pt.?"
BUCKTOTHEFUTURE,"Deer's favorite film?"
BUCKWHEATZYDECO,"Accordionist born Stanley Dural, Jr."
BUCKWHEATZYDECO,"Musician with the album ""Waitin' for My Ya Ya"""
BUDDHISTHOLYMAN,"One-L lama"
BUDDINGCHAMPION,"One likely to win a belt"
BUDGETESTIMATES,"Expense forecasts"
BUDONTHEIRHANDS,"Kinder, gentler fate of barroom brawlers?"
BUFFALOBILLCODY,"Famed scout"
BUFFALOBILLCODY,"Ned Buntline dime novel subject"
BUFFALOBILLCODY,"US army scout and showman"
BUFFALOBILLCODY,"William"
BUFFALOBOBSMITH,"His friends sat in the Peanut Gallery"
BUFFALOBOBSMITH,"Howdy's buddy"
BUFFALOSIXTYSIX,"1998 Vincent Gallo vehicle"
BUFFALOTAXBILLS,"Some western New York legislation?"
BUFFEREDASPIRIN,"Bayer product"
BUICKDEALERSHIP,"Place to get an Electra, once"
BUICKDEALERSHIP,"Regal location?"
BUICKPARKAVENUE,"Full-size GM sedan"
BUILDACONSENSUS,"Construction project in D.C.?"
BUILDINGANNEXES,"WINGS"
BUILDINGDAVINCI,"Two codes"
BUILDINGMUSCLES,"Body work?"
BUILDINGSBURNED,"War of 1812; Civil War; Oklahoma City"
BUILDINGSUPPORT,"Rafter #1"
BUILTRAMPSTOUGH,"Prepared for heavy on/off traffic?"
BUILTTOSPITBALL,"Designed for shooting gross globs?"
BULKFOODSECTION,"Area with nuts and grains, often"
BULLDOGDRUMMOND,"1929 Ronald Colman title role"
BULLDOGDRUMMOND,"Classic radio program"
BULLDOGDRUMMOND,"Dapper movie hero of the '30s-'40s"
BULLDOGDRUMMOND,"Ronald Colman film"
BULLDOGEDITIONS,"First newspapers on the street"
BULLETPROOFVEST,"Essential inner garment?"
BULLETPROOFVEST,"Protection for Eliot Ness"
BULLETPROOFVETS,"Animal docs that can't be shot?"
BULLETPROOFVETS,"Docs who do well on SWAT teams?"
BULLETPROOFVETS,"Indestructible animal doctors?"
BULLSARERINGING,"Holliday cattle flick?"
BULLSEYELANTERN,"Night light used by Sherlock Holmes"
BULLSHITARTISTS,"They rarely talk turkey"
BULLSPLAYERLUOL,"Deng"
BULLWINKLEMOOSE,"Cartoon character with his own show"
BULLWINKLEMOOSE,"Swell blue kimono, when ani-gram-mated?"
BUMPERRACECABLE,"Three cars"
BUMPIERSTICKERS,"More rough decals?"
BUMPSANDBRUISES,"Consequences of a minor accident, perhaps"
BUMTOBUMTRAFFIC,"Hobo gridlock?"
BUNCHEDTOGETHER,"Clustered"
BUNCHOFVINTNERS,"Winery VIPs, collectively?"
BUNKERMENTALITY,"""You and me against the world"" attitude"
BUNKERMENTALITY,"Attitude of extreme defensiveness"
BUNKERMENTALITY,"Defensive feeling"
BUNKERMENTALITY,"Extremely defensive state of mind"
BUNKERMENTALITY,"Mind-set for a golfer wary of sand?"
BUNKERMENTALITY,"Paranoid mind-set"
BUNNYISARRESTED,"Part three of the pun"
BUNNYLAUNDERING,"Dirty rabbit owner's chore?"
BURDENOFREPROOF,"Bad feeling after a scolding"
BURDONROCKGROUP,"ANIMALS"
BURGERWITHFRIES,"Justice Warren's lunch?"
BURGLARPROOFLOX,"Well-guarded bagel topper?"
BURKEMIDDLECOFF,"1956 AND 1955 WINNERS"
BURNADEBTPETERS,"Actress who doesn't like owing money for too long?"
BURNEDTOACINDER,"Obliterated by fire"
BURNINGQUESTION,"""Who shot J.R.?"" e.g."
BURNINGQUESTION,"""Will Jennifer Anniston ever find Mr. Right?,"" e.g."
BURNINGQUESTION,"Crucial issue"
BURNINGQUESTION,"It has to be asked"
BURNINGQUESTION,"Urgent matter"
BURNONESBRIDGES,"Be decisive"
BURNONESBRIDGES,"Go too far"
BURNONESBRIDGES,"Goes too far to be welcomed back"
BURNONESBRIDGES,"Live dangerously"
BURNONESBRIDGES,"Permanently sever ties"
BURNTHEMIDNIGHT,"Work late while losing power?"
BURNYOURBRIDGES,"Leave and never come back"
BURNYOURBRIDGES,"Leave in the worst way"
BURRHUSFREDERIC,"Psychologist Skinner"
BURROWINGMAMMAL,"Mole"
BURSTATTHESEAMS,"Be overfilled"
BURSTINGBLADDER,"Going concern?"
BURSTOFAPPLAUSE,"Crowd's reaction to the fireworks?"
BURSTONESBUBBLE,"Bring down to earth"
BURSTONESBUBBLE,"Cause disillusionment"
BURSTONESBUBBLE,"Deliver a harsh dose of reality"
BURSTONTHESCENE,"Appeared dramatically"
BURSTONTHESCENE,"Made a grand entrance?"
BURSTSINTOTIERS,"Falls on the wedding cake?"
BURTONANDTAYLOR,"Classic film duo"
BURTONANDTAYLOR,"Onetime celebrated movie couple"
BURTSOFSTRENGTH,"Lancaster and Reynolds lifting serious weights?"
BURYALLACCOUNTS,"Corrupt financier's command?"
BUSHCATSANDDOGS,"Theme of this puzzle"
BUSHISREELECTED,"Possible 11/3 headline"
BUSHTHEENVELOPE,"Go beyond established limits as a president would?"
BUSINESSASUSUAL,"Carrying on customarily"
BUSINESSASUSUAL,"Men at Work album with ""Down Under"""
BUSINESSASUSUAL,"Normal routine"
BUSINESSASUSUAL,"Same old, same old"
BUSINESSBIGWIGS,"Tycoons"
BUSINESSCOLLEGE,"Bookkeeper's alma mater, perhaps"
BUSINESSCOLLEGE,"Night school attended by many dayworkers"
BUSINESSCONTACT,"Rolodex entry"
BUSINESSMACHINE,"Office equipment"
BUSINESSMANAGER,"Company runner"
BUSINESSPARTNER,"Nameplate sharer"
BUSINESSPARTNER,"Simon, to Schuster"
BUSINESSQUARTER,"Fiscal year portion"
BUSINESSSCHOOLS,"Executive producers, perhaps"
BUSINESSSCHOOLS,"MBA institutions"
BUSINESSSCHOOLS,"Places for recruiters"
BUSINESSSCHOOLS,"Where MBAs are earned"
BUSINESSSTUDIES,"Future execs' programs"
BUSINESSTRIPLET,"PricewaterhouseCoopers, e.g.?"
BUSINESSVENTURE,"Investment, of a sort"
BUSINGDOWNTORIO,"Low-budget Astaire film?"
BUSPASSEDMYSTOP,"And the ___"
BUSTEDONESCHOPS,"Insulted somebody"
BUSTEDTAILLIGHT,"""Funny, it was fine until you got here..."""
BUSTERBUSSEDHER,"... Keaton transported that woman?"
BUSTINGONESHUMP,"Hard at work"
BUSTMEASUREMENT,"Women's swimsuit size factor"
BUSTOUTLAUGHING,"Crack up"
BUSTOUTLAUGHING,"Roar with mirth"
BUSYMANSHOLIDAY,"Workaholic's vacation?"
BUTATWHATCOHOST,"Cameraman's question about which talk show star to film?"
BUTCHCASSIDYAND,"With 52A, 1969 Redford film"
BUTEVENTUALLYIT,"Quip, part 3"
BUTFATCELLSSTAY,"More of the lament"
BUTICOULDNTFIND,"Quip, part 3"
BUTIFNOTYOULLBE,"End of the notice"
BUTIRANOUTOFROO,"End of the verse"
BUTITSOONFOLDED,"End of the quip"
BUTIWANNATELLYA,"Hope catchphrase"
BUTNONETHEWISER,"End of a birthday quip"
BUTNOTFORGOTTEN,"""They're writing songs of love for me"""
BUTNOTREACHABLE,"End of the description"
BUTONLYMATTERIN,"Middle of the quip"
BUTSERIOUSLYDDD,"Comedian's segue"
BUTTERANDEGGMAN,"Jed Clampett, for one"
BUTTEREDCARROTS,"Timely vegetable"
BUTTERFIELDVIII,"Roman translation of a John O'Hara novel?"
BUTTERFLYBALLOT,"Cause of election consternation"
BUTTERFLYBALLOT,"Cause of head-scratching in Florida"
BUTTERFLYBALLOT,"Cause of some confusion"
BUTTERFLYBALLOT,"Cause of some confusion in 2000"
BUTTERFLYEFFECT,"*Chaos theory principle"
BUTTERFLYEFFECT,"Chaos theory principle"
BUTTERFLYFISHES,"Dairy product uses a rod and lure?"
BUTTERFLYKISSES,"1997 Bob Carlisle hit"
BUTTERFLYKISSES,"Expressions of affection made with the eyes"
BUTTERFLYKISSES,"Grammy winner for Bob Carlisle"
BUTTERFLYMAIDEN,"Two iron tails"
BUTTERFLYSHRIMP,"Entree on many a Chinese menu"
BUTTERFLYSTROKE,"Swimming medley part"
BUTTERFLYVALVES,"Carburetor regulators"
BUTTERMILKDONUT,"Breakfast item with coffee"
BUTTERNUTSQUASH,"Creamy-white winter veggie"
BUTTERNUTSQUASH,"Pumpkin relative"
BUTTERNUTSQUASH,"Thanksgiving dish, perhaps"
BUTTERNUTSQUASH,"Yellow-skinned autumn vegetable"
BUTTERUPTHEBOSS,"Curry favor at work"
BUTTHATSNOTFAIR,"Teen's response to a parent's ""No"""
BUTTHOLESURFERS,"Gibby Haynes' band, or the crowd participants who got in my way at the concert?"
BUTTONBATTERIES,"Small power sources"
BUTTONEDONESLIP,"Kept mum"
BUTTONEDONESLIP,"Refrained from talking"
BUTTONEDONESLIP,"Shut up"
BUTTONEDONESLIP,"Stopped talking"
BUTTONEDONESLIP,"Told nothing"
BUTTONMUSHROOMS,"Fashionable veggies?"
BUTTONMUSHROOMS,"Salad veggies"
BUTTONMUSHROOMS,"Their caps are still closed"
BUTTONONACATWHO,"Part 2 of the quip"
BUTTONSANDBEAUS,"Comedian + Bridges + Brummell"
BUTTONSANDBOWES,"Red and Major singing a '40s hit?"
BUTWHATWEFINISH,"Success is not judged by what we start..."
BUTYOURBELTWONT,"Quip, Part 3"
BUXXXXYOURMONEY,"Caveat after a financial warning"
BUYADIAMONDRING,"If a man does this and 35-A on 55-A, he may wind up saying 8"
BUYAREPLACEMENT,"End of quip"
BUYAVANITYPLATE,"More of the quip"
BUYLITTLEBARGIE,"Note to yourself about getting that garbage-scow toy for Junior?"
BUYTHEWHOLEIDEA,"Fall for hook, line and sinker"
BUZZINGGENIUSES,"Brilliant bees?"
BUZZINGTHEBUZZY,"Middle of tongue twister"
BUZZWHOOSHSPLAT,"""Hand me that fly swatter..."""
BVITAMINCOMPLEX,"Nutrient group"
BYAHAIRSBREADTH,"Barely"
BYAHAIRSBREADTH,"Just made it..."
BYAHAIRSBREADTH,"Without a minute to spare"
BYANARROWMARGIN,"BARELY"
BYANARROWMARGIN,"How Robin Hood won some contests?"
BYANARROWMARGIN,"How a close game is won"
BYANYMEATYBONES,"Next to these dog treats, or those over there, or those...?"
BYCOMMONCONSENT,"With all members agreeing"
BYEBYEBLACKBIRD,"Dixon/Henderson standard popularized by Eddie Cantor"
BYELITTLEBARGIE,"Kid's sad farewell as his toy boat floats away?"
BYERRORANDTRIAL,"End of quip"
BYFITSANDSTARTS,"How some get things done"
BYFITSANDSTARTS,"How to get going?"
BYFITSANDSTARTS,"Whatever it takes, despite interruptions"
BYGEORGECLOONEY,"Exclamatory actor?"
BYHATEPOSSESSED,"1957 Cozzens title?"
BYHOOKORBYCROOK,"Achiever's phrase"
BYHOOKORBYCROOK,"Any way at all"
BYHOOKORBYCROOK,"Choice of how to get what one wants"
BYHOOKORBYCROOK,"Determined one's phrase"
BYHOOKORBYCROOK,"Determined words"
BYHOOKORBYCROOK,"Doing whatever it takes"
BYHOOKORBYCROOK,"How a duffer might solve this puzzle?"
BYHOOKORBYCROOK,"How some get things done"
BYHOOKORBYCROOK,"How to succeed?"
BYHOOKORBYCROOK,"However one can"
BYHOOKORBYCROOK,"In any manner necessary"
BYHOOKORBYCROOK,"In any way possible"
BYHOOKORBYCROOK,"In whatever way possible"
BYHOOKORBYCROOK,"No matter what"
BYHOOKORBYCROOK,"Using any means"
BYHOOKORBYCROOK,"Using any means necessary"
BYHOOKORBYCROOK,"Whatever it takes"
BYHOOKORBYCROOK,"Whatever it takes, period!"
BYLAWNFLAMINGOS,"End of the riddle"
BYLOVEPOSSESSED,"Lana Turner movie of 1961"
BYPOPLARCONSENT,"How the Liberty Trees are now governed?"
BYPOPULARDEMAND,"How a former product may be brought back"
BYPOPULARDEMAND,"How encores are given"
BYPOPULARDEMAND,"How some things are brought back"
BYPOPULARDEMAND,"When an encore may be performed"
BYRDSOFAFEATHER,"Roger McGuinn and David Crosby's preference for down pillows?"
BYTHEBEAUTIFULC,"Where to place DRAMATI- (1914)"
BYTHEBREAKOFDAY,"End of quote"
BYTHETIMEIGETTO,"""… Phoenix"""
BYTHETIMEYOUCAN,"Part one of a budgeting quip"
BYTHETIMEYOUCAN,"Part one of today's quip"
BYTRAILANDERROR,"How some hikers end up lost in the woods?"
BYTRIALANDERROR,"How some get things done"
BYTRIALANDERROR,"How to proceed?"
BYTRIALANDERROR,"One way to solve problems"
BYTRIALANDERROR,"Whatever it takes, empirically"
BYZANTINEEMPIRE,"Constantine the Great's domain"
BYZANTINEEMPIRE,"Justinian the Great's realm"
BZZZZZZZZZZZZZZ,"Hive output?"
CABARETAPPLAUSE,"Appreciation at a nightspot?"
CABARETSTARWARS,"Film about feuding nightclub headliners?"
CABBAGEDISPATCH,"Wired money?"
CABBAGEOFREASON,"Veggie's mind enhancer?"
CABBAGEPATCHKID,"'80s fad doll"
CABBAGEPATCHKID,"Adoptable doll of the '80s"
CABBAGEPATCHKID,"Babyland General Hospital ""delivery"""
CABBAGEPATCHKID,"Garden-variety toy?"
CABINETMINISTER,"*High-ranking official--Canada's Leona Aglukkaq is one!"
CABINETMINISTER,"Executive branch bigwig"
CABINETMINISTER,"Member of the British advisory board"
CABINETOFFICIAL,"SECRETARY"
CABINETPOSITION,"Attorney General, e.g."
CABINETPOSITION,"Secretary of state, e.g."
CABINFEVERPITCH,"Claustrophobic excitement?"
CABLECONVERTERS,"Some den boxes"
CABLETELEVISION,"Discovery location?"
CABLETELEVISION,"Hotel freebie, perhaps"
CABLETELEVISION,"Household hookup"
CABLETELEVISION,"Lifetime source"
CABLETELEVISION,"Multi-station system"
CABLETELEVISION,"Popular subscription service"
CABLETELEVISION,"Source for home viewing"
CABLETVCHANNELS,"Theme of this puzzle"
CADDIESOFFERING,"IRON"
CADILLACSEVILLE,"GM's mid-size luxury car"
CAESARSCCLXXXIX,"squared"
CAESARSILLMONTH,"MARCH"
CAESARSPLEASERS,"Some ancient conquests"
CAESARWASASALAD,"End of the quip"
CAFEDESARTISTES,"Manhattan restaurant for creative types"
CAFEETCHERSMASK,"Protective device for a bistro engraver?"
CAFERESTAURANTS,"Some hotel adjuncts"
CAFETERIAPASSES,"Meal plan IDs"
CAGEENGAGEDSAGE,"Actor Nicolas hired a wise guy?"
CAGESEXLOCATION,"Datum on an S&M event invitation?"
CAGNEYANDLACKEY,"Cohan portrayer, with his servant?"
CAKEANDICECREAM,"Birthday party pair"
CAKEANDICECREAM,"Combo meal"
CAKEANDICECREAM,"Lawn party offering"
CALCULATEDRISKS,"They're deemed worth taking"
CALCULATETHETAX,"And did you...?"
CALCULATINGMIND,"Accountant's asset"
CALCUTTALEHAVRE,"Geographical combo #2"
CALENDARWASMADE,"Timely quip (Part 2)"
CALGARYSTAMPEDE,"Alberta event"
CALGARYSTAMPEDE,"Annual Alberta event"
CALGARYSTAMPEDE,"Rodeo since 1912"
CALIFORNIAANGEL,"Reggie Jackson was one"
CALIFORNIAANGEL,"West Coast high flyer?"
CALIFORNIACOAST,"Where to find Pismo Beach and Big Sur"
CALIFORNIACURLS,"Name for a salon"
CALIFORNIAGIRLS,"1965 Beach Boys hit"
CALIFORNIAGIRLS,"1965 Beach Boys hit, and hint to this puzzle's theme"
CALIFORNIAGIRLS,"1965 hit parodied by the Beatles' ""Back in the U.S.S.R."""
CALIFORNIAGIRLS,"Beach Boys hit"
CALIFORNIAGIRLS,"Demographic lauded in a 1965 song"
CALIFORNIAGIRLS,"Hawaiian island dolls' superiors, in song"
CALIFORNIAGIRLS,"Some American females"
CALIFORNIAGIRLS,"They're the cutest in the world, per a hit song"
CALIFORNIAPOPPY,"Wesetern flowe"
CALIFORNIAPOPPY,"Western state flower"
CALIFORNIASMITH,"Harold Robbins character who went west?"
CALIFORNIASPLIT,"1974 Altman poker movie"
CALIFORNIASTRIP,"Cut of beef for the West Coast?"
CALIFORNIASUITE,"1978 star-studded movie directed by Herbert Ross"
CALIFORNIASUITE,"Alan Alda feature with a Will Smith short"
CALIFORNIASUITE,"Movie directed by Herbert Ross"
CALIFORNIASUITE,"Neil Simon comedy set at the Beverly Hills Hotel"
CALIFORNIASUITE,"Neil Simon four-skit comedy... or an apt title for this puzzle"
CALIFORNIASUITE,"Neil Simon hit"
CALIFORNIASUITE,"Neil Simon movie of 1978"
CALIFORNIASWEET,"State of sugary film?"
CALIPHYOUNEEDME,"Solace from a Mideast leader?"
CALLACURMUDGEON,"PART 2 OF RIDDLE"
CALLALLALLSTARS,"Round up baseball players for the midseason classic?"
CALLALLTHESHOTS,"Be bossy"
CALLALLTHESHOTS,"Be in the driver's seat"
CALLALLTHESHOTS,"Dictate"
CALLALLTHESHOTS,"Dominate"
CALLALLTHESHOTS,"Dominate, in a way"
CALLANOVERTHROW,"Middle of the riddle"
CALLATTENTIONTO,"Point out"
CALLATTENTIONTO,"Spot*"
CALLEDANIDOCTOR,"End of the quip"
CALLEDARECEDING,"Part 4 of quip"
CALLEDONESBLUFF,"Demanded proof"
CALLEDONESBLUFF,"Didn't fold?"
CALLEDPORTHOLES,"End of quip"
CALLFORABELLBOY,"FRONT"
CALLINADAYSWORK,"Telecommute?"
CALLINGALLCZARS,"Blanket invitation to autocrats?"
CALLINGGAULCARS,"APB words in old France and environs?"
CALLINGMEMOTHER,"End of the cry"
CALLINGTHESHOTS,"Running things"
CALLIOPEEUTERPE,"Connoisseurs of heroic poetry and music"
CALLLEEECLECTIC,"Claim Confederate leader has varied taste?"
CALLLLOYDWEBBER,"Contact the composer of ""Cats""?"
CALLMEACABSOSHE,"More of the lament"
CALLMOMFORMONEY,"Cash-strapped college student's survival ploy #5"
CALLOFTHECANYON,"Title song of a 1942 Gene Autry movie"
CALLONTHECARPET,"Give a stern talking-to"
CALLONTHECARPET,"Humble, in a corporation"
CALLONTHECARPET,"Reprimand"
CALLSOMEONEDOWN,"See an opponent's bets to the river*"
CALLSOMEONEDOWN,"See an opponent's betting to the river*"
CALLSSWEETHEART,"An attentive suitor..."
CALMASANICEBERG,"Unruffled, per Gelett Burgess"
CALMDISPOSITION,"Buddha-like composure"
CALMDISPOSITION,"Easygoing manner"
CALMDISPOSITION,"Tendency not to panic"
CALMSTATEOFMIND,"EASE"
CALMSTATEOFMIND,"Meditator's goal"
CALORIECOUNTERS,"Start of a quip"
CALVINANDHOBBES,"""Attack of the Deranged Mutant Killer Monster Snow Goons"" duo"
CALVINANDHOBBES,"Boy and tiger"
CALVINANDHOBBES,"Comic strip that debuted on November 18, 1985"
CALVINANDHOBBES,"Funny boy and tiger"
CALVINANDHOBBES,"PARTNERS"
CALVINANDHOBBES,"Quotation's source"
CALVINGCOOLIDGE,"President having a cow?"
CALYPSOMERENGUE,"Music from Trinidad / from the Dominican Republic"
CAMAROGRANDPRIX,"Two cars"
CAMEDOWNTOEARTH,"Faced reality"
CAMEDOWNTOEARTH,"Had one's bubble burst"
CAMEHOMETOROOST,"Had unfavorable repercussions"
CAMELLIAEARHART,"Flier who wore bloomers?"
CAMEMBERTCHEESE,"It resembles Brie"
CAMEMBERTCHEESE,"Limburger's cousin"
CAMEMBERTCHEESE,"Soft import from France"
CAMEOAPPEARANCE,"Hitchcock's trademark"
CAMEOAPPEARANCE,"Small role for a big star"
CAMEOUTSWINGING,"Stepped right into the fray"
CAMEOUTSWINGING,"The aggressive candidate ___"
CAMERAEQUIPMENT,"Screens, filters and such"
CAMERAREADYCOPY,"Completed material for a printer"
CAMERAREADYCOPY,"Raw material for a printer, maybe"
CAMETOGRIPSWITH,"Shook hands?"
CAMETOTHERESCUE,"Bailed out"
CAMETOTHERESCUE,"Did a superhero's job"
CAMETOTHERESCUE,"Stepped in like Superman"
CAMOUFLAGEPANTS,"What a dog might do to pretend it's not out of breath?"
CAMPAIGNBUTTONS,"November 2008 wear"
CAMPAIGNFINANCE,"2000 election issue"
CAMPAIGNPROMISE,"Tax relief, e.g."
CAMPAIGNPROMISE,"Vote getter?"
CAMPAIGNPROMISE,"Word of some candidates"
CAMPAIGNTRAILER,"Pol's home away from home?"
CAMPBELLSAMBLES,"Arch's little strolls?"
CANADAMAYFLOWER,"Another name for wild lily-of-the-valley"
CANADAUSINGONLY,"Part 3 of the riddle"
CANADIANEMBASSY,"Foreign office?"
CANADIANPACIFIC,"Coast to coast line"
CANADIANPACIFIC,"North America's first transcontinental railway"
CANADIANROCKIES,"Banff backdrop"
CANADIANWHISKEY,"It's made mostly from rye"
CANADIANWHISKEY,"Rye"
CANALENDCOMFORT,"A final three zones"
CANCANCANCANTOR,"Fire a holy singer who specializes in French dancing?"
CANCANCANDIDATE,"Auditionee for a Cole Porter musical?"
CANCANCANDIDATE,"High-kicking dancer at an audition?"
CANCEROUSLESION,"John McCain had one removed from his nose in February"
CANCHOOSEWHATWE,"Observation, part 4"
CANDLEINTHEWIND,"1987 musical tribute to Marilyn Monroe"
CANDLEINTHEWIND,"Diana tribute"
CANDLEINTHEWIND,"Doubly powerful Elton John tribute?"
CANDLEINTHEWIND,"Elton John classic about Marilyn"
CANDLEINTHEWIND,"Elton John song about Marilyn Monroe"
CANDLEINTHEWIND,"Elton John song passed over as a single in the U.S. in favor of ""Bennie and the Jets"""
CANDLEINTHEWIND,"Elton John tribute"
CANDLEINTHEWIND,"Elton John tribute rededicated to Princess Diana"
CANDLEINTHEWIND,"Elton John tribute song"
CANDLEINTHEWIND,"Elton John tribute to Marilyn Monroe"
CANDLEINTHEWIND,"Hot Elton John song"
CANDLEINTHEWIND,"Hot hit for Elton John"
CANDLEINTHEWIND,"John-Taupin tribute tune"
CANDLEINTHEWIND,"Song about Norma Jean"
CANDLEINTHEWIND,"Song in tribute to Marilyn"
CANDLEINTHEWIND,"Tribute by Elton John"
CANDLEINTHEWIND,"Two-time hit for Elton John"
CANDLELIGHTINGS,"Hanukkah ceremonies"
CANDLELITDINNER,"Gift #4"
CANDLELITDINNER,"Last night's hot date"
CANDLESTICKPARK,"1989 World Series site"
CANDLESTICKPARK,"Former name of Giants' home"
CANDLESTICKPARK,"Giants entertain here"
