AAAADDRESS,"Motorist's org. location"
CHECKSINTO,"Starts, as rehab"
CHECKSTUBS,"Investigate a kiting scheme?"
CHECKSWING,"Cause of a strike, sometimes"
CHEDDARBOX,"Cheesy gabber?"
CHEEKBONES,"Model's ""high"" features"
CHEEKBONES,"Model's assets"
CHEEKBYOWL,"Back talk from a hooter?"
CHEEKBYOWL,"Sass from a hooter?"
CHEEKBYOWL,"Sass from a night bird?"
CHEEKINESS,"Impudence"
CHEEKPOUCH,"Chipmunk's facial feature"
CHEEKPOUCH,"Squirrel's facial feature"
CHEEPSKATE,"Avian skinflint?"
CHEEPSKATE,"Rink peeper?"
CHEERLEADS,"Participates in a pep rally"
CHEESECAKE,"Dessert that might sit in your stomach like cement"
CHEESECAKE,"Dieter's no-no"
CHEESECAKE,"Old film magazine photos"
CHEESECAKE,"Photographer's dessert?"
CHEESECAKE,"Photographer's favorite dessert?"
CHEESECAKE,"Pinup art"
CHEESECAKE,"Playboy photos, e.g."
CHEESECAKE,"Poster photos of a sort"
CHEESECAKE,"Rich dessert"
CHEESECAKE,"Sexy photographs, informally"
CHEESECAKE,"Skin pics?"
CHEESECOKE,"Rejected spreadable soda variety?"
CHEESECURL,"Orange snack"
CHEESECURL,"Orange snack item"
CHEESECURL,"Orange-colored puffed snack"
CHEESECURL,"Party snack"
CHEESEDIPS,"Bad-day-in-the-market headline for a dairy?"
CHEESEHEAD,"*Green Bay Packers fan"
CHEESEHEAD,"Capped fan in Green Bay"
CHEESEHEAD,"Certain fan in Wisconsin"
CHEESEHEAD,"Packers fan"
CHEESEHEAD,"Wisconsin sports fan, hatwise"
CHEESETRAY,"Hors d'oeuvres server"
CHEESETRAY,"It may be passed around at a party"
CHEESETRAY,"Swiss location?"
CHEESINESS,"B-picture quality, often"
CHEESYJOKE,"Bad attempt at humor"
CHEGUEVARA,"""Guerrilla Warfare"" author, 1961"
CHEGUEVARA,"Beret wearer"
CHEMISTBIO,"Story of Linus Pauling?"
CHEMOFLAGE,"Company that makes industrial-strength breath spray?"
CHEQUEMATE,"Pay stub?"
CHERIOTERI,"""SNL"" regular"
CHERRYBOMB,"1988 John Mellencamp song"
CHERRYBOMB,"Big banger"
CHERRYBOMB,"Big-bang firecracker"
CHERRYBOMB,"Certain firecracker"
CHERRYBOMB,"Firecracker for Canadian hockey commentator Don?"
CHERRYBOMB,"Fourth of July banger"
CHERRYBOMB,"Fourth of July blaster"
CHERRYBOMB,"Fourth of July noisemaker"
CHERRYBOMB,"Globe-shaped firecracker"
CHERRYBOMB,"John Cougar Mellencamp hit"
CHERRYBOMB,"John Mellencamp song that peaked at #8 in 1987"
CHERRYBOMB,"July 4 noisemaker"
CHERRYBOMB,"July 4th noisemaker"
CHERRYBOMB,"M-80 cousin"
CHERRYBOMB,"Pie flop?"
CHERRYBOMB,"Powerful firecracker"
CHERRYBOMB,"Pyrotechnical device"
CHERRYBOMB,"Red firecracker"
CHERRYBOMB,"Round, red firecracker"
CHERRYBOMB,"Sort of firecracker"
CHERRYBOMB,"Type of firecracker"
CHERRYCOKE,"*Soda fountain choice"
CHERRYCOLA,"RC or Pepsi product"
CHERRYMASH,"Candy bar with maraschinos"
CHERRYPICK,"Select carefully"
CHERRYPICK,"Select the best and leave the rest"
CHERRYPIES,"Fruity desserts"
CHERRYTREE,"Subject of the non-quote"
CHERRYTREE,"What Washington is fabled to have felled"
CHESAPEAKE,"Baltimore's bay"
CHESAPEAKE,"City near Virginia Beach"
CHESAPEAKE,"James Michener novel set in Maryland"
CHESAPEAKE,"Potomac's destination"
CHESAPEAKE,"The ___ Bay Bridge-Tunnel"
CHESCHAISE,"Guevara's couch?"
CHESSBORED,"Kasparov ennui?"
CHESSCHAMP,"?"
CHESSCHAMP,"Bobby Fischer, once"
CHESSCHAMP,"One with all the right moves?"
CHESSGYPSY,"Musical about Bobby Fischer's worldwide meanderings?"
CHESSMATCH,"Deep Blue vs. Kasparov, e.g."
CHESSMATCH,"Where you might get a promotion"
CHESSPIECE,"Knight or bishop"
CHESSPIECE,"Man over board?"
CHESSUPSET,"Loss for Bobby Fischer?"
CHESSUPSET,"Spassky's loss to Fischer?"
CHESTBAKER,"Jazz trumpeter with well-developed pecs?"
CHESTCOLDS,"Causes of rough coughing"
CHESTERTON,"""The Man Who Was Thursday"" author"
CHESTERTON,"Father Brown's creator"
CHESTPATCH,"Jersey add-on"
CHESTPATCH,"Jersey decoration"
CHETATKINS,"'Read My Licks' guitarist"
CHETSTREAM,"Parade of Huntley namesakes?"
CHEVALIERS,"Knights"
CHEVYACHES,"Car trouble riding up Connecticut Ave.?"
CHEVYCHASE,"""Caddyshack"" actor"
CHEVYCHASE,"""Christmas Vacation"" star"
CHEVYCHASE,"""Saturday Night Live"" pratfaller"
CHEVYCHASE,"Comic actor who shares a name with a Washington suburb"
CHEVYCHASE,"D.C. suburb"
CHEVYCHASE,"SNL funnyman"
CHEVYCHASE,"Washington suburb"
CHEVYVAULT,"Storage area for unsold Camaros?"
CHEWEDYOUR,"Part 4 of question"
CHEWINGGUM,"Dentyne, e.g."
CHEWINGGUM,"End of item named at 18-A"
CHEWINGGUM,"Juicy Fruit, for one"
CHEWINGGUM,"Orbit or Bazooka"
CHEWINGGUM,"Wrigley specialty"
CHEWINGOUT,"Reading the riot act"
CHEWINGOUT,"Scolding harshly"
CHEWINGOUT,"Stern reprimand"
CHEWTHEFAT,"Converse idly"
CHEWTHEFAT,"Discuss weighty matters?"
CHEWTHEFAT,"Engage in table talk?"
CHEWTHEFAT,"Enjoy a confab"
CHEWTHEFAT,"Swap stories"
CHEWTHEFAT,"Talk socially"
CHEWTHEFAT,"Talk, talk, talk"
CHEWTHEFAT,"Yak away"
CHICAGOCUB,"Ernie Banks was one"
CHICAGOHOP,"Hare's move at O'Hare?"
CHICAGOHOP,"Short flight from Midway?"
CHICAGOILL,"Al Capone's gang, once?"
CHICAGOPRO,"BULL or BEAR"
CHICAGOSIX,"Downsized '60s radical bunch?"
CHICAGOVII,"1974 #1 double album that included Peter Cetera's ""Wishing You Were Here"""
CHICAOFIRE,"Disaster of October 1871"
CHICKANERY,"Slipping eggs under the hen?"
CHICKBOXER,"Farm youngster in a ring?"
CHICKCOREA,"""Crystal Silence"" jazzman"
CHICKENBOX,"Meal pack that often contains fries"
CHICKENCOP,"Security officer at Perdue?"
CHICKENCOP,"Timid officer?"
CHICKENFIE,"Yellowbelly's cry of disgust?"
CHICKENJAY,"Cowardly Leno?"
CHICKENLEG,"Drumstick"
CHICKENLIT,"""Egg-laying for Dummies,"" etc.?"
CHICKENMAN,"WADE BOGGS"
CHICKENORF,"Alternatives in ""You Must Draw Poultry"" class?"
CHICKENOUT,"Beat a hasty retreat"
CHICKENOUT,"Believe the bluff"
CHICKENOUT,"Decide against, from fear"
CHICKENOUT,"Get cold feet"
CHICKENOUT,"Henhouse sign-off?"
CHICKENOUT,"Lose heart"
CHICKENOUT,"Lose one's nerve"
CHICKENOUT,"Show a yellow stripe"
CHICKENOUT,"Turn and run, e.g."
CHICKENPEA,"Legume?"
CHICKENPOT,"Clucker's fate?"
CHICKENPOX,"Childhood malady, usually"
CHICKENPOX,"Once-common childhood malady"
CHICKENPOX,"Relative of shingles"
CHICKENRON,"Howard the coward?"
CHICKENRUN,"2000 animated film with Mel Gibson"
CHICKENRUN,"2000 animated hit"
CHICKENRUN,"2000 film featuring the voice of Mel Gibson"
CHICKENRUN,"2000 film with an unseen Mel Gibson"
CHICKENRUN,"Animated hit"
CHICKENRUN,"Animated hit featuring Mel Gibson"
CHICKENRUN,"Film with Mel Gibson's voice"
CHICKFLICK,"""27 Dresses"" or ""The Devil Wears Prada"""
CHICKFLICK,"Film popular with female audiences"
CHICKFLICK,"Girls' night out diversion"
CHICKFLICK,"Girls'-night-out entertainment"
CHICKFLICK,"Girls-night-out film"
CHICKFLICK,"Hardly a Rambo movie"
CHICKHAFEY,"Baseball Hall of Famer"
CHICOMARKS,"Spanish boy grades test papers?"
CHICOUTIMI,"City on the Saguenay"
CHICSHEIKH,"Arab fashion plate?"
CHICSYOUNG,"""Blondie"" cartoonist is not old?"
CHIEFBROOM,"""One Flew Over the Cuckoo's Nest"" nickname"
CHIEFSAINT,"Peter?"
CHIEFSJETS,"Corporate leader's flying fleet?"
CHIEFTEXAN,"Governor in Austin?"
CHIEFWAHOO,"Cleveland Indians mascot"
CHILDACTOR,"*Shirley Temple, notably"
CHILDBIRTH,"Magazine's initial issue?"
CHILDBRIDE,"Cradle robber's quest"
CHILDBRIDE,"Virginia Clemm, to Poe"
CHILDLABOR,"Babysitting assignment?"
CHILDLABOR,"Topic of laws that are of minor concern"
CHILDPROOF,"Like some medicine bottles"
CHILDSPLAY,"""Easy!"""
CHILDSPLAY,"""It ain't hard!"""
CHILDSPLAY,"""Peter Pan"" or piece of cake?"
CHILDSPLAY,"*Extremely easy task"
CHILDSPLAY,"A cinch"
CHILDSPLAY,"A snap"
CHILDSPLAY,"Day-care worker's job?"
CHILDSPLAY,"Julia's dramatic offering?"
CHILDSPLAY,"Like a simple task"
CHILDSPLAY,"Simple task"
CHILDSPLAY,"Simple task, e.g."
CHILIDAVIS,"1980s-'90s slugger who ranks fourth in career home runs by a switch hitter"
CHILISAUCE,"Hot stuff"
CHILISAUCE,"Tex-Mex condiment"
CHILLAXING,"Taking a load off"
CHILLBUMPS,"Sign of fright"
CHILLBUMPS,"Signs of fright"
CHILLEDOUT,"Relaxed"
CHILLIWACK,"BC place"
CHILLYLACE,"Frosty fabric?"
CHILLYLACE,"Ice skate fastener?"
CHILLYLILY,"Frigid flower?"
CHIMCBRIDE,"""Pushing Daisies"" costar"
CHIMCHEREE,"*Best Song of 1964 Oscar winner"
CHIMERICAL,"Imaginary"
CHIMNEYFLU,"Hearth ailment?"
CHIMPANZEE,"Little devil in an anthropoid ape?"
CHIMPANZEE,"Man's closest kin"
CHINABASIN,"San Francisco area that's home to Pacific Bell Park"
CHINABEACH,"20th-year TV war drama"
CHINABEACH,"Dana Delany drama (9th)"
CHINABEACH,"Drama set in Vietnam"
CHINABEACH,"TV drama set in Vietnam"
CHINABEECH,"TV series tree?"
CHINACHAIN,"More than a billion people holding hands?"
CHINAINSET,"Feature of an Asian map?"
CHINALINER,"Oriental ship"
CHINCHILLA,"Andean rodent"
CHINCHILLA,"Furry South American rodent"
CHINCHILLA,"Pearly-gray fur"
CHINCHILLA,"Prized South American rodent"
CHINCHILLA,"Prized rodent"
CHINESEBOX,"1997 Jeremy Irons drama"
CHINESETEA,"Oolong, e.g."
CHINESETEE,"Shanghai shirt?"
CHINTZIEST,"Most cheap"
CHINTZREST,"Place to put down cotton fabric?"
CHINWAGGED,"Conversed lightly"
CHIPANDDIP,"Cocktail party mouthful"
CHIPANDDIP,"Hors d'oeuvre serving"
CHIPRUNNER,"Casino salesperson*"
CHIPSKATES,"Misers, in Vegas?"
CHIROMANCY,"One Gypsy man getting into risky fortunetelling (10)"
CHIROMANCY,"Palmistry"
CHISELLERS,"Caterbury con artists"
CHITARRONE,"Bass of the lute family"
CHITCHATTY,"Full of small talk"
CHITHRILLS,"What a really exciting yoga instructor provides?"
CHITSPATCH,"Merit badge for paying off debts?"
CHIVALROUS,"Gallant"
CHLORINATE,"Treat pool water, maybe"
CHLOROFORM,"General anaesthetic, of old"
CHOCOHOLIC,"Lover of Godiva *"
CHOCOHOLIC,"One needing kisses, say"
CHOCOHOLIC,"One who might steal kisses"
CHOCOHOLIC,"One with a specific sweet tooth"
CHOCOHOLIC,"Whitman's HOund"
CHOCOLATES,"17 might give or get them today"
CHOCOLATES,"February 14 sweets"
CHOCOLATES,"Items in Gump's life simile"
CHOCOLLATE,"Command for comedian Margaret to sort photocopies?"
CHOIRCHAIR,"Church seat"
CHOIRPRICE,"What the musical group is asking?"
CHOIRSPIRE,"Steeple?"
CHOIRSTALL,"Church singers' place"
CHOKECHAIN,"Dog restraint"
CHOKEHOLDS,"Guillotine and Peruvian necktie, in mixed martial arts"
CHOKELOGAN,"Jam up all roads to a Boston airport?"
CHOKEWAGON,"""Get Rid of Hungry Dogs"""
CHOOSECAKE,"Pick out a dessert, like the singular of ""geese""?"
CHOPECHOED,"On the double?"
CHOPINSPAN,"A flier or fryer for Frederic?"
CHOPSSTEAK,"Cuts a T-bone?"
CHOPSSTEAK,"Makes a Philly sub, in a way"
CHOPSSTEAK,"Prepares to make a Philly sub"
CHOPSTICKS,"""___, please"" (diner's request)"
CHOPSTICKS,"*Beginner's piano piece"
CHOPSTICKS,"Beginning pianist's tune"
CHOPSTICKS,"Chinese eating utensils"
CHOPSTICKS,"Chinese fork?"
CHOPSTICKS,"Chinese restaurant offering"
CHOPSTICKS,"Chinese restaurant option"
CHOPSTICKS,"Chinese restaurant utensils"
CHOPSTICKS,"Elementary piano tune"
CHOPSTICKS,"Piano tune played with two fingers"
CHOPSTICKS,"Picker-uppers"
CHOPSTICKS,"Piece you can play with two fingers"
CHOPSTICKS,"Rookie pianists' duet"
CHOPSTICKS,"Rookie piano piece"
CHOPSTICKS,"Simple piano tune"
CHOPSTICKS,"Simple piece"
CHOPSTICKS,"Sushi utensils"
CHOPSTICKS,"Two-fingered piece"
CHOPSTICKS,"Wooden utensils"
CHOPSTROKE,"Tennis swing"
CHOPSURVEY,"Poll about a butcher's offerings?"
CHORALEXAM,"Church audition?"
CHORDCHART,"Jazz musician's guide"
CHORIAMBUS,"Four-syllable foot"
CHORISTERS,"Sunday singers"
CHORUSGIRL,"*Line dancer? (18)"
CHORUSGIRL,"A Rockette, e.g."
CHORUSGIRL,"Broadway extra"
CHORUSGIRL,"Member of the Rockettes, e.g."
CHORUSLINE,"Row of dancers in a musical"
CHORUSLINE,"The Rockettes, e.g."
CHOSENONES,"Israelites, to many"
CHOSENONES,"Select few"
CHOSENPHEW,"Selected sigh of relief?"
CHOSESIDES,"Didn't engage in fence sitting"
CHOWDOWNON,"Eat eagerly"
CHOWDOWNON,"Put away"
CHOWEDDOWN,"Ate"
CHOWEDDOWN,"Ate well"
CHOWEDDOWN,"Came and got it"
CHOWFORNOW,"Contemporary canine?"
CHOWHOUNDS,"Big eaters"
CHOWHOUNDS,"Gluttons: Slang"
CHOWYUNFAT,"""Crouching Tiger, Hidden Dragon"" actor"
CHRISEVERT,"1981 Wimbledon winner"
CHRISEVERT,"Martina Navratilova rival"
CHRISEVERT,"The six-time champ"
CHRISEVERT,"Three-time Wimbledon singles champ"
CHRISEVERT,"Three-time singles champ"
CHRISFROCK,"Cross-dressing comedian?"
CHRISISAAK,"""Wicked Game"" singer hiding an Egyptian goddess"
CHRISISAAK,"Singer who portrayed Roy Orbison on 'American Dreams'"
CHRISMUSIC,"Top-forty station offering?"
CHRISNILAN,"NHL's 1984-85 leader in penalty minutes"
CHRISOVERT,"Outspoken tennis player?"
CHRISROCKS,"Comedian plays electric guitar?"
CHROMATICS,"Scientific study of colors"
CHROMOSOME,"Gene carrier"
CHROMOSOME,"Hereditary unit"
CHROMOSOME,"Y for men only?"
CHRONICLER,"Biographer"
CHRONICLES,"Name of two Old Testament books"
CHRONICLES,"The Martian ___"
CHRONOLOGY,"Sequence of events"
CHTEUBRIND,"Restaurant order for two"
CHUBBYBABY,"Parent's pride and joy"
CHUCKBERRY,"""Johnny B. Goode"" rocker"
CHUCKBERRY,"""Johnny B. Goode"" singer"
CHUCKBERRY,"""MAYbellene"" singer"
CHUCKBERRY,"""Maybellene"" singer"
CHUCKBERRY,"""Roll Over Beethoven"" singer"
CHUCKBERRY,"""Sweet Little Sixteen"" man"
CHUCKBERRY,"?"
CHUCKBERRY,"Charter member of the Rock and Roll Hall of Fame"
CHUCKBERRY,"Fling fruit?"
CHUCKBERRY,"Guitarist and singer"
CHUCKBERRY,"He sang ""Carol"""
CHUCKBERRY,"He sang ""Johnny B. Goode"""
CHUCKBERRY,"His rockin' and rollin' defined the 1950s"
CHUCKBERRY,"Rock legend who served four months for tax evasion in 1979"
CHUCKBERRY,"Rock music guitarist"
CHUCKBERRY,"Throw a juicy fruit?"
CHUCKITALL,"Go out of the meat business?"
CHUCKITALL,"Quit"
CHUCKKLEIN,"He had a .320 career batting average"
CHUCKROAST,"Butcher's offering"
CHUCKROAST,"Singer Berry's meat dish?"
CHUCKROAST,"Start a food fight at the butcher's?"
CHUCKSTEAK,"Beef cut"
CHUCKSTEAK,"Beef serving"
CHUCKSTEAK,"Broiled entree"
CHUCKSTEAK,"Entrée on the freegan's menu?"
CHUCKSTEAK,"He's a butcher"
CHUCKSTEAK,"Hurl an entree?"
CHUCKSTEAK,"Manly entree?"
CHUCKWAGON,"Cowboy's meals on wheels?"
CHUCKWALLA,"Type of iguana"
CHUMPHANGE,"Peanuts"
CHUMPSEATS,"Perches for pushovers?"
CHUNKYDORY,"Rowboat that's put on weight?"
CHURCHBELL,"Wedding ringer"
CHURCHBILL,"Tabernacle tab?"
CHURCHGOER,"Parishioner"
CHURCHKEYS,"Bottle openers"
CHURCHLADY,"""Could it be...the devil?"" character"
CHURCHLADY,"Classic Dana Carvey character, with ""the"""
CHURCHMICE,"Exemplars of poverty"
CHURCHMICE,"Religious rodents?"
CHURCHYARD,"God's acre"
CICATRICES,"Scars"
CICCIOLINA,"Italian porn star/politician to whom artist Jeff Koons was briefly married"
CIDERHOUSE,"living's ""The ___ Rules"""
CIDERPRESS,"Where applejack may start"
CIGARBANDS,"Brandophilist's collection"
CIGARSMOKE,"Air purifier's target, perhaps"
CIGARSTORE,"Tobacconist's shop"
CINCINNATI,"1965 Steve McQueen title role"
CINCINNATI,"Bengals' place"
CINCINNATI,"City on the Ohio"
CINCINNATI,"Home of Xavier University"
CINCINNATI,"Home of the first pro baseball team"
CINCINNATI,"Jerry Springer was mayor of it"
CINCINNATI,"Reds' home base"
CINCINNATI,"Ulysses S. Grant's horse"
CINDERELLA,"'80s hair metal band, or 1977 soft-pop hit for Firefall"
CINDERELLA,"1945 Prokofiev ballet"
CINDERELLA,"Coming from obscurity to success"
CINDERELLA,"Curfew breaker of note"
CINDERELLA,"Disney classic"
CINDERELLA,"End of query"
CINDERELLA,"Gal with a fairy godmother"
CINDERELLA,"Glass slipper loser"
CINDERELLA,"Noted curfew breaker"
CINDERELLA,"One with a midnight curfew"
CINDERELLA,"Prokofiev ballet based on a fairy tale"
CINDERELLA,"Rags-to-riches heroine"
CINDERELLA,"Subject of ""La Cenerentola"""
CINDERELLA,"TV score"
CINDERPATH,"1994 Catherine Zeta-Jones film (with ""The"")"
CINDERPATH,"Catherine Zeta-Jones film (with ""The"")"
CINDYADAMS,"Longtime New York Post gossip columnist"
CINNAMOMUM,"Genus yielding a popular spice"
CIPHERTEXT,"XPINPU LPXXOJP, e.g."
CIRCLEGAME,"Song with the lyric ""And the painted ponies go up and down,"" with ""The"""
CIRCLELINE,"Big Apple excursion operation"
CIRCULATED,"Mingled"
CIRCUMVENT,"Bypass"
CIRCUSACTS,"Big top attractions"
CIRCUSACTS,"Things in rings"
CIRCUSTENT,"Spot for rings"
CISTERCIAN,"Member of an austere monastic order"
CITOGASTON,"He won four AL East titles from 1989-93"
CITOGASTON,"Manager who led the Blue Jays to World Series victories in 1992 and 1993"
CITRICACID,"C6 H8 O7 H2 O (lemon output)"
CITRICACID,"Compound used as a flavoring agent"
CITRICACID,"It makes lemons tart"
CITRICACID,"It's in oranges"
CITRICACID,"Tang provider"
CITRONELLA,"Summer-theater circuit"
CITRUSBOWL,"Postseason football game"
CITRUSTREE,"Lemon, lime, or orange"
CITYBLOCKS,"Urban distance units"
CITYCENTER,"Downtown"
CITYEDITOR,"Metro section honcho"
CITYFATHER,"Mayor, e.g."
CITYJERSEY,"Souvenir T-shirt in the Garden State?"
CITYLIGHTS,"1931 Chaplin film"
CITYLIGHTS,"Lawrence Ferlinghetti's bookstore"
CITYLIGHTS,"Skyline feature"
CITYPOLICE,"*Urban farce"
CITYSTATES,"Attica areas"
CITYSTATES,"Carthage et al."
CITYSTATES,"Singapore and the Vatican City, e.g."
CIVICOPERA,"Type of company that sings"
CIVICPRIDE,"Community leader's attribute"
CIVILCASES,"Trials dealing with ordinary private matters: 2 wds."
CIVILRIGHT,"14th Amendment entitlement"
CIVILRIGHT,"Freedom of speech, for one"
CIVILUNION,"Coupling device?"
CIVILUNION,"Marriage alternative"
CIVILUNION,"Partnership option"
CLAIMCHECK,"Forty-niner's insurance evaluation?"
CLAIMCHECK,"Luggage receipt"
CLAMBCHOPS,"Surf and turf?"
CLAMBISQUE,"Creamy soup"
CLAMCHOICE,"STEAMER"
CLAMCLEATS,"Nautical hardware"
CLAMDIGGER,"Quahog seeker"
CLAMJUMPER,"One hopping along the Cape Cod coast?"
CLAMMINGUP,"Refusing to say anything"
CLAMPSDOWN,"Tightens the screws"
CLAMPSHAPE,"C"
CLAMSBLEEP,"Bivalve protection"
CLAMSTRIPS,"Chewy fried seafood dish"
CLANGCLANG,"Trolley sound"
CLANTARTAN,"... a Scottish caner swapped rattan for a ___"
CLAPEYESON,"Catch sight of"
CLAPSKATES,"Hinged-frame Nagano footwear"
CLARENCEDB,"Attorney in a famous 1925 case"
CLARKGABLE,"""It Happened One Night"" star"
CLARKGABLE,"""Soldier of Fortune"" star"
CLARKGABLE,"""The Misfits"" co-star"
CLARKGABLE,"1935 'Mutiny on the Bounty' star"
CLARKGABLE,"1935 Fletcher Christian portrayer"
CLARKGABLE,"Actor (1934), actor (1995)"
CLARKGABLE,"Actor William ___"
CLARKGABLE,"Actor born 2/1/1901"
CLARKGABLE,"Cryptogram of OCEAN PERCH"
CLARKGABLE,"Feature of an American explorer's house?"
CLARKGABLE,"Hollywood icon"
CLARKGABLE,"Hollywood legend"
CLARKGABLE,"King of Hollywood"
CLARKGABLE,"Oscar winner who sang in ""Idiot's Delight"""
CLARKGABLE,"Subject of ""Long Live the King"""
CLARKSBURG,"West Virginia city in which you might spot a bird"
CLASHMATES,"Couple that's always at it?"
CLASPKNIFE,"Tool folded in one's pocket"
CLASPKNIFE,"Whittler's tool"
CLASSCLOWN,"?"
CLASSCLOWN,"George Carlin album"
CLASSCLOWN,"Likely visitor to the principal"
CLASSCLOWN,"Probably not a teacher's pet"
CLASSCLOWN,"School cutup"
CLASSCLOWN,"Teacher's pest?"
CLASSICBAR,"Cheers, notably (and two kinds of cars)"
CLASSICCAR,"1957 Chevy, e.g."
CLASSICIST,"Alexander Pope, e.g."
CLASSIFIED,"Personal, perhaps"
CLASSIFIES,"Makes secret"
CLASSIFIES,"Ranks"
CLASSINESS,"Sophisticated quality"
CLASSMATES,"CLAM with hidden ASSETS, in school"
CLASSMATES,"Certain contemporary collegians"
CLASSMATES,"Hillary Rodham and Bill Clinton, when they met"
CLASSPARTY,"Last-day-of-school fete"
CLASSRINGS,"High-school seniors' keepsakes"
CLASSROOMS,"Pupils' places"
CLASSSWEDE,"In school, token Scandinavian"
CLASSTIMES,"Bells may indicate them"
CLAVICHORD,"Early keyboard"
CLAVICHORD,"Early keyboard instrument"
CLAWHAMMER,"Carpentry staple"
CLAWHAMMER,"Scratch the ""2 Legit 2 Quit"" rapper?"
CLAWHAMMER,"Tool that can extract nails"
CLAWSCHOOL,"Where to develop your talons?"
CLAYMATION,"Frames that take shape?"
CLAYPERSON,"Sculptor's creation?"
CLAYPIGEON,"Ceramic dove?"
CLAYPIGEON,"Earthy target?"
CLAYPIGEON,"Easy mark"
CLAYPIGEON,"He's an easy mark"
CLAYPIGEON,"Hurled target"
CLAYPIGEON,"It's hurled from a trap"
CLAYPIGEON,"Shooter's target"
CLAYPIGEON,"Skeet shooting target"
CLAYPIGEON,"Skeet target"
CLAYREADER,"Student of Muhammad Ali's early writings?"
CLAYTARGET,"Thing shot in skeet shooting"
CLEANCLOTH,"It's recommended for wiping off electronic components"
CLEANCUTUP,"Neat prankster?"
CLEANCUTUP,"Sanitary prankster?"
CLEANEDOUT,"Bankrupted, for a maid?"
CLEANEDOUT,"Having financial trouble, like a chambermaid?"
CLEANEDOUT,"Like a bankrupt poker player"
CLEANERCUT,"Laundry professional lost job?"
CLEANHOUSE,"Completely replace the staff"
CLEANHOUSE,"Solve a problem by starting over"
