AAAMILNE,"Children's author and roadside helper?"
FARAHEAD,"""Defense Secretary Donald Rumsfeld denied the rumor that he will retire next year, saying 'If you've seen my work in Iraq, you know I don't plan that ___.'"" (Conan)"
FARAPART,"Not close to an agreement"
FARAPART,"Nowhere near an agreement"
FARCICAL,"Ludicrous"
FARCRIES,"Long ways"
FAREHIKE,"Something commuters may rail about"
FAREHIKE,"Subject a commuter may rail about"
FAREWELL,"#45"
FAREWELL,"Leave-taking"
FAREWELL,"Melodramatic parting"
FAREWELL,"Parting word"
FAREWELL,"Sayonara"
FAREWELL,"So long"
FARFALLE,"Butterfly-shaped pasta"
FARFLUNG,"Widely distributed"
FARFLUNG,"Widely spread"
FARFLUNG,"Widespread"
FARMCLUB,"Place for some prospects"
FARMCLUB,"Team that offers major possibilities?"
FARMHAND,"Agricultural worker"
FARMHAND,"Cow milker, e.g."
FARMLAND,"It could be fallow or verdant"
FARMLAND,"It's measured in acres"
FARMLAND,"Rich turf"
FARMSOUT,"Sends down to the minors"
FARMTEAM,"Baseball organization"
FARMTEAM,"Bush-leaguers"
FARMTEAM,"Minor league baseball affiliate"
FARMTEAM,"Minor leaguers"
FARMTEAM,"Nashville Sounds, e.g."
FARMTEAM,"Oxen?"
FARMTEAM,"Sports affiliate"
FARMTEST,"Try out in the fields"
FARMYARD,"Hen's hangout"
FARNORTH,"Arctic regions"
FAROUCHE,"Wild cafe hour"
FARPOINT,"Utmost distance from the eye at which an image is clear"
FARRAGUT,"Famed torpedo damner"
FARRELLS,"Charles and Eileen"
FARRELLY,"Hollywood's ___ brothers"
FARRHILL,"Two Rookie-of-the-Year winners"
FARSHORT,"Well below, with ""of"""
FARTHEST,"""The ___ Shore"" (Ursula Le Guin book)"
FARTHEST,"To the greatest distance"
FARTHING,"Half a ha'penny"
FARTSACK,"Sleeping bag, slangily"
FARWORSE,"Poorer by a long shot"
FASCISTS,"Dictatorial ones"
FASCISTS,"Dictatorial types"
FASCISTS,"Generalissimo Franco et al."
FASHIONS,"Karan creations"
FASHIONS,"Paris unveilings"
FASHIONS,"Runway displays"
FASTBALL,"""Out of My Head"" band from Texas"
FASTBALL,"Heat from the mound"
FASTBALL,"Heater"
FASTBALL,"Heater in the park"
FASTBALL,"Lightning pitch"
FASTBALL,"Nolan Ryan specialty"
FASTBALL,"Randy Johnson's specialty"
FASTBALL,"Ryan heat"
FASTBALL,"Sizzling pitch"
FASTBUCK,"""At once, Mr. Owens"""
FASTBUCK,"Day trader's wish"
FASTBUCK,"Easy money"
FASTCARS,"Indy 500 participants"
FASTCARS,"Things that make you go ""vroom"""
FASTCASH,"Easy money"
FASTDRAW,"Duel action"
FASTDRAW,"Gunfight, Part 4"
FASTDRAW,"Gunslinger's forte"
FASTENED,"Attached"
FASTENED,"Buckled or clamped"
FASTENED,"Put on"
FASTENED,"Secured"
FASTENER,"Brad, e.g."
FASTENER,"Button or snap"
FASTENER,"Clip"
FASTENER,"Clip, e.g."
FASTENER,"It's a snap"
FASTENER,"Nut, bolt, screw, etc."
FASTENER,"Paper clip, e.g."
FASTENER,"Quickly, actress Russo returns tie (8)"
FASTENER,"Velcro, for instance"
FASTENTO,"Affix upon"
FASTFOOD,"Burgers and fries, often"
FASTFOOD,"Drive-thru lane purchase, perhaps (4,4)"
FASTFOOD,"Fare from McDonald's or Wendy's"
FASTFOOD,"Lunch for millions"
FASTFOOD,"McDonald's offering"
FASTFOOD,"Takeout, often"
FASTFOOD,"Wendy's order"
FASTGAME,"A table with lots of 35-DOWN*"
FASTIDLE,"Engine speed after cold start (4,4)"
FASTLANE,"""Life in the ___,"" Eagles hit song (4,4)"
FASTLANE,"Divided-highway's passing zone (4,4)"
FASTLANE,"Go-getter's place"
FASTLANE,"High-pressure venue"
FASTLANE,"Jet-setter's way of life"
FASTLANE,"Leadfoot's likely locale"
FASTLANE,"Left on the highway"
FASTLANE,"Left side of some roadways"
FASTLANE,"Lenten advice for actor Nathan?"
FASTLANE,"Life in it is exciting but dangerous"
FASTLANE,"Reckless place to live"
FASTLANE,"Reckless track"
FASTLANE,"The far left on the highway"
FASTLANE,"Type A person's way of life"
FASTNESS,"Stronghold"
FASTPACE,"Dynamic environment"
FASTPACE,"Quick tempo"
FASTTALK,"Bamboozle verbally"
FASTTALK,"Barkers do it"
FASTTALK,"Deceive, à la a sales rep"
FASTTALK,"Disingenuous persuasion"
FASTTALK,"Persuade by misleading"
FASTTALK,"Try to snow"
FASTUOUS,"Haughty"
FATALEPH,"Large Hebrew letter?"
FATALISM,"""What will be, will be"" philosophy"
FATALIST,"One who's resigned"
FATCELLS,"Some may be around the hips and thighs"
FATELINE,"Indicator of success in life, to a palmist"
FATELINE,"Palmist's indication of success in life"
FATHEADS,"Ninnies"
FATHERED,"Begot"
FATHERED,"Brought forth"
FATHERED,"Made young?"
FATHERLY,"Like a dad"
FATHERLY,"Like an old man?"
FATHERLY,"Like dad, pilot has broken heart (8)"
FATHERLY,"Type of advice"
FATIGUED,"Worn out"
FATIGUES,"Battle wear"
FATIGUES,"Combat outfit"
FATIGUES,"They're often worn by rappers and rockers"
FATMALES,"Typecasting for Gleason and Goodman, in a sense"
FATTENED,"Beefed up"
FATTENED,"Fed lots and lots of corn"
FATTENED,"Made plump"
FATTENER,"Calorie-laden item"
FATTENER,"Dieter's no-no"
FATTENUP,"Add some meat to the bones"
FATTENUP,"Prepare for sumo?"
FATTIEST,"Most like suet"
FATTIEST,"Most marbled, as meat"
FATTYOIL,"Cottonseed or coconut product"
FAULKNER,"Creator of the Snopes family"
FAULTILY,"Not without errors"
FAULTING,"Pinning on"
FAUSTIAN,"Like a soul-seller's bargain"
FAUSTINO,"David or Michael"
FAUXHAWK,"Beckham hair style"
FAUXHAWK,"Hairstyle popularized by David Beckham"
FAUXHAWK,"Hairstyle pushed up in the middle"
FAUXHAWK,"Style associated with David Beckham"
FAUXHAWK,"Style that sticks up, but isn't shaven"
FAUXNAIF,"Disingenuous"
FAVABEAN,"Alternative to a chickpea, in some falafels"
FAVABEAN,"Risotto morsel"
FAVORING,"Leaning toward"
FAVORITE,"""My ___ Martian"""
FAVORITE,"#1 choice"
FAVORITE,"One paying the least"
FAVORITE,"Pet"
FAWNLILY,"Dogtooth violet with creamy white flowers"
FAWNMAIL,"Notes between young deer?"
FAWNOVER,"Try to gain favor by flattery"
FAXAMENU,"Send a program part?"
FAXMODEM,"Common computer peripheral"
FAXMODEM,"Computer feature"
FAXMODEM,"PC accessory"
FAXPAPER,"Office roll"
FBIAGENT,"""Mississippi Burning"" part"
FBIAGENT,"""Silence of the Lambs"" role"
FBIAGENT,"""The Silence of the Lambs"" extra"
FBIAGENT,"""The X-Files"" figure"
FBIAGENT,"""Twin Peaks"" character Dale Cooper, for one"
FBIAGENT,"Certain operative"
FBIAGENT,"Fed"
FBIAGENT,"G-man"
FBIAGENT,"Government investigator"
FBIAGENT,"One on a big case"
FBIAGENT,"Special investigator"
FEALTIES,"Feudal allegiances"
FEARLESS,"Herolike"
FEARLESS,"Intrepid"
FEARLESS,"Not afraid of anything"
FEARLESS,"Not likely to flinch"
FEARLESS,"Unafraid"
FEARLESS,"Unflinching"
FEARSFOR,"Is deeply concerned about"
FEARSOME,"Awe-inspiring"
FEARSOME,"Dreaded"
FEARSOME,"Frightening"
FEARSOME,"Horrific"
FEARSOME,"Inspiring dread"
FEARSOME,"Intimidating"
FEARSOME,"Like ogres and A-bombs"
FEARSOME,"Ogrelike"
FEARSOME,"Ride"
FEARSOME,"Scary"
FEASIBLE,"Workable"
FEASTDAY,"Celebration of saints that involves a lot of food"
FEASTERS,"Happy eaters"
FEASTERS,"Partakers in huge meals"
FEASTERS,"Saturnalia participants"
FEASTERS,"See circled squares"
FEASTING,"Epicurean activity"
FEASTSON,"Has for dinner"
FEATHERS,"Bear Beattie was the NFL's only 1,000-yard rusher 1919-46"
FEATHERS,"Dart stabilizers"
FEATHERS,"Darts' parts"
FEATHERS,"Headdress, maybe"
FEATHERS,"Models of lightness"
FEATHERY,"Light"
FEATURED,"Given prominence"
FEATURED,"In a movie"
FEATURES,"Characteristics"
FEATURES,"Countenance"
FEATURES,"Eye, ear, nose, etc."
FEATURES,"Facial characteristics"
FEATURES,"Regular newspaper columns"
FEBRUARY,"Candlemas month"
FEBRUARY,"Cupid's month"
FEBRUARY,"Second of twelve"
FECKLESS,"Incompetent"
FEDALINE,"Lied to"
FEDAYEEN,"Mideastern commandos"
FEDAYEEN,"Palestinian fighters"
FEDERALS,"Union soldiers"
FEDERATE,"Form a league"
FEDERATE,"Form into a league or union"
FEDERATE,"Join states"
FEDERATE,"Unite"
FEDERATE,"Unite, in a way"
FEDERICO,"Fellini of film"
FEDERICO,"Filmdom's Fellini"
FEDERICO,"Peña of Clinton's cabinet"
FEDERICO,"Poet ___ García Lorca"
FEDERICO,"Transportation Secretary Pena"
FEDEXCUP,"Jim Furyk won it in 2010"
FEDUNIAK,"Competitor Maureen or Bob*"
FEEBLEST,"Most frail"
FEEDBACK,"*Survey response"
FEEDBACK,"Annoying mike effect"
FEEDBACK,"Completed surveys, e.g."
FEEDBACK,"Focus group output"
FEEDBACK,"Questionnaire response"
FEEDBACK,"Response"
FEEDLOTS,"Cows' ""picnic grounds"""
FEEDSMEA,"More of the food quip"
FEEDUPON,"Be a parasite to"
FEELCOLD,"Start to shiver"
FEELFREE,"""Go ahead"""
FEELGOOD,"Motley Crue's ""Dr. ___"""
FEELLIKE,"Desire"
FEELSBAD,"Aches"
FEELSFIT,"Can't complain"
FEELSFOR,"Has pity on"
FEELSFOR,"Pities"
FEELSICK,"Have something"
FEELSILL,"Is under the weather"
FEELUPTO,"Be well enough for"
FEELWARM,"Suffer from high humidity, e.g."
FEESTYLE,"Invoicing method?"
FEIGNING,"Dissembling"
FEIGNING,"Pretending"
FEINGOLD,"Senator who, with McCain, plans to reintroduce campaign spending legislation to the Senate on January 22"
FEINTING,"Making a false move"
FEISTILY,"In a spunky way"
FELAKUTI,"Afrobeat legend who was the subject of a 2010 Tony-winning musical"
FELDMANS,"Actors Marty and Corey"
FELDMANS,"Marty and Corey"
FELDSPAR,"60% of the earth's outer crust"
FELDSPAR,"Crystalline mineral"
FELDSPAR,"Igneous rock constituent"
FELDSPAR,"Important constituent of igneous rocks"
FELDSPAR,"Mineral that crystallizes from magma"
FELDSPAR,"Most of the earth's crust"
FELDSPAR,"Orthoclase or albite"
FELICITY,"Keri's role"
FELLFLAT,"Bombed, as a joke"
FELLFLAT,"Flopped"
FELLFLAT,"Went over like a lead balloon"
FELLOPEN,"Came undone, as a robe"
FELLOVER,"Collapsed"
FELLOVER,"Couldn't stand"
FELLOVER,"Lost one's balance, perhaps"
FELLOVER,"Reacted to shocking news, perhaps"
FELLOVER,"Toppled"
FELONIES,"Crimes more serious than misdemeanors"
FELONIES,"Major misdeeds"
FELONIES,"Murder, arson, burglary, etc."
FELONIES,"Rap sheet list"
FELONIES,"Serious crimes"
FELONIES,"They're worse than misdemeanors"
FELTPENS,"Autographing implements"
FELTPENS,"Highlighters, e.g."
FELTSAFE,"Wasn't worried"
FELTSAFE,"Wasn't worried about danger"
FELTSURE,"Had no doubt"
FELTUPTO,"Was ready for"
FELTUPTO,"Was strong enough for"
FELTWORK,"Fibrous netting"
FEMAIDEN,"Old instrument of torture, briefly"
FEMINAZI,"Obnoxious coinage by Rush Limbaugh"
FEMININE,"Friedan's mystique?"
FEMININE,"Kind of mystique"
FEMININE,"Like some charms"
FEMININE,"The ___ Mystique"
FEMINISM,"Doctrine associated with Betty Friedan"
FEMINISM,"Friedan's cause"
FEMINISM,"Ms. movement"
FEMINIST,"Carrie Chapman Catt, for one"
FEMINIST,"Crusader Catt or Wolf"
FEMINIST,"Friedan follower"
FEMINIST,"Gloria Steinem, notably"
FEMINIST,"NOW member"
FEMINIST,"Steinem, for one"
FEMINIST,"Supporter of equal rights for women"
FENCESIN,"Cramps a cowboy's style"
FENCESIN,"Encloses"
FENGSHUI,"Chinese for ""wind and water"""
FENGSHUI,"Harmonic design system"
FENGSHUI,"Literally, ""wind and water"""
FENGSHUI,"What rearranging the furniture might improve"
FENGSHUI,"Wind and water, in Chinese"
FENGSHUI,"You might find it after moving the couch"
FENLANDS,"Marshy territory"
FENYPARK,"Baseball venue that turned 100 years old this year"
FENYPARK,"Home of the Red Sox"
FERGUSON,"Maynard of jazz fame"
FERGUSON,"Plessy v. ___ (landmark Supreme Court decision)"
FERGUSON,"Scottie ___, James Stewart's role in ""Vertigo"""
FERGUSON,"See 66-ACROSS*"
FERMENTS,"Agitates"
FERMENTS,"Reacts to yeast"
FERMILAB,"Chicago-area institution home to the world's most powerful particle accelerator"
FERNANDO,"1976 ABBA hit"
FERNANDO,"1976 Abba hit"
FERNANDO,"ABBA ballad that hit #13 in 1976"
FERNANDO,"ABBA hit"
FERNANDO,"ABBA's biggest-selling single of all time"
FERNANDO,"Abba hit"
FERNANDO,"Dancer Bujones"
FERNDALE,"Detroit suburb"
FERNDALE,"Detroit suburb named for the plants the area was once overgrown with"
FERNDALE,"Suburb of Detroit"
FERNLIKE,"With a frondy look"
FERNWOOD,"Mary Hartman's TV hometown"
FEROCITY,"Savageness"
FEROCITY,"Tiger's quality"
FERRANTE,"Teicher's musical partner"
FERRANTE,"___ & Teicher, '60s-'70s keyboard duo"
FERRARIS,"Enzo's automobiles"
FERRARIS,"GTO and Testarossa"
FERRARIS,"Italian autos"
FERRARIS,"Sporty Italian cars"
FERRARIS,"Testarossas et al."
FERRARIS,"The Testarossa and the Berlinetta, e.g."
FERRETED,"Discovered after a search, with ""out"""
FERRETED,"Drove (out)"
FERRETED,"Exposed, with ""out"""
FERRETED,"Hunted rabbits, in a way"
FERRETED,"Searched (out)"
FERRETER,"One who searches intensively"
FERRIGNO,"Lou who played the Incredible Hulk"
FERRITES,"Compounds with high resistivity"
FERRYING,"Moving one's car, in a way"
FERRYMAN,"Charon, e.g."
FERRYMAN,"Charon, for one"
FERRYMEN,"Charon's colleagues"
FERYEYED,"Full of eager excitement"
FESSEDUP,"Admitted"
FESSEDUP,"Came clean"
FESTERED,"Rankled"
FESTIVAL,"Celebration"
FESTIVAL,"Feast day"
FESTIVAL,"Film event"
FESTIVAL,"Jamboree"
FESTIVAL,"Mostly Mozart, for one"
FESTIVAL,"Periodic celebration"
FESTIVAL,"Word with film or music"
FESTIVUS,"December holiday inspired by ""Seinfeld"""
FESTOONS,"Decks out"
FESTOONS,"Decorative floral chains"
FESTOONS,"Decorative flower chains"
FESTOONS,"Party hang-ups"
FETCHING,"""Speed Dating went really well last night, but I can't make up my mind; the dog catcher was ___..."""
FETCHING,"Attractive female engraving (8)"
FETCHING,"Like Jack and Jill?"
FETCHING,"One of Fido's fortes"
FETISHES,"Magical objects"
FETISHES,"Objects of irrational devotion"
FETISHES,"Talismans"
FETLOCKS,"Horsehair tufts"
FETTERED,"In shackles"
FETTERED,"Shackled"
FEVERFEW,"Aptly named medicinal plant"
FEVERFEW,"Plant used as an herbal remedy for headaches"
FEVERFEW,"Plant used in herbal medicine to treat headaches"
FEVERISH,"At 102 degrees, e.g."
FEVERISH,"Frenetic"
FEVERISH,"Hectic"
FEVERISH,"Hot and bothered"
FEVERISH,"Like a flu sufferer"
FEVERISH,"Too hot, or agitated"
FEWOFYOU,"Census taker's dearth?"
FFATHERS,"Ancestors"
FFIFTEEN,"""Desert Storm"" aircraft"
FFMAGNUM,"What Harry carries"
FIANCEES,"Betrotheds"
FIANCEES,"Prospective brides"
FIASCOES,"Complete disasters"
FIASCOES,"Debacles"
FIBEREON,"Cereal that's really healthy, but takes forever to pass?"
FIBRANNE,"1990's word: Rayon fabric"
FICTIONS,"Stories in the crossword, e.g."
FICTIONS,"Stories in this crossword, e.g."
FIDDLERS,"Cole's entertainment"
FIDDLERS,"Entertainment for Old King Cole"
FIDELITY,"Accuracy"
FIDELITY,"Faithfulness"
FIDELITY,"Loyal highness"
FIDGETED,"Couldn't sit still"
FIDGETED,"Had ants in one's pants"
FIDGETED,"Played with one's hands, say"
FIDGETED,"Squirmed"
FIEFDOMS,"Feudal estates"
FIEFDOMS,"Lordships"
FIELDDAY,"Outdoor gathering, as a school picnic"
FIELDDAY,"Period of unbridled activity"
FIELDDAY,"Period of unrestricted activity"
FIELDDAY,"Picnic, informally"
FIELDDAY,"Time of great opportunity"
FIELDDAY,"Time of unusual success"
FIELDDAY,"Very successful operation"
FIELDERS,"Defensive Orioles"
FIELDERS,"Fly catchers"
FIELDERS,"Fly catchers?"
FIELDERS,"Right, left and center positions"
FIELDERS,"Some baseball players"
FIELDERS,"Some baseballers"
FIELDERS,"___ choice (baseball play)"
FIELDGUN,"Movable artillery"
FIELDGUN,"Wheeled cannon"
FIENDISH,"Cruel"
FIENDISH,"Diabolical"
FIERCELY,"In an ardent way"
FIERCELY,"With angry intensity"
FIERIEST,"Most passionate"
FIFTEENS,"Some blackjack hands"
FIFTIETH,"Adjective for Hawaii"
FIFTIETH,"Golden anniversary"
FIFTYTWO,"""___ Pickup"" (1974 Elmore Leonard novel)"
FIGHTCUB,"""Karate Kid"" remake with bears?"
FIGHTERS,"Pugilists"
FIGLEAFS,"Signs of modesty"
FIGMENTS,"Mental inventions"
FIGTREES,"Fruitful investments?"
FIGTREES,"Parts of some Mediterranean orchards"
FIGTREES,"Some sycamores"
FIGUEIRA,"Word in Portuguese place names that means ""fig tree"""
FIGUREIN,"Calculating midwest city?"
FIGUREON,"Plan for"
FIGURINE,"Small statue"
FIJITITI,"Leatherwood of Viti Levu?"
FILAMENT,"Fine thread"
FILATURE,"Apparatus for reeling silk"
FILBERTS,"Hazelnuts"
FILBERTS,"Thick-shelled nuts"
FILBERTS,"Varieties of nuts"
FILCHERS,"Petty thieves"
FILECARD,"Item in a library catalog"
FILECOPY,"Office keeper"
FILEMENU,"It has 'Save' and 'Print' options"
FILEMENU,"List with ""Save"" and ""Print"" options"
FILENAME,"""Save"" specification"
FILENAME,"Computer record's ID"
FILENAME,"Hard drive title"
FILENAME,"It labels an icon"
FILEPAST,"March by singly"
FILETYPE,"JPEG or text"
FILIGREE,"Delicate ornamental work"
FILIGREE,"Fine metal openwork"
FILIGREE,"Intricate metalwork"
FILIGREE,"Jewelry ornamentation"
FILIGREE,"Ornamental lacework"
FILINGIN,"Entering one by one"
FILIPINO,"Imelda Marcos, for one"
FILIPINO,"Man from Manila"
FILIPINO,"Tagalog speaker"
FILLEDIN,"Worked as a sub"
FILLEDUP,"Stuffed"
FILLERUP,"""Outta wine? ___!"""
FILLINGS,"They might follow the drill"
FILLMEIN,"""Can you provide more detail?"""
FILLMORE,"#13"
FILLMORE,"Last Whig president"
FILLMORE,"San Francisco rock venue associated with psychedelic posters, with ""The"""
FILLPHIL,"Satiate Donahue?"
FILLSOUT,"Puts on a few pounds"
FILMGOER,"Movie buff"
FILMNOIR,"4-in-a-row in movie genre"
FILMNOIR,"50's movie style"
FILMNOIR,"Grim movie genre"
FILMNOIR,"Heavy genre"
FILMNOIR,"Movie genre"
FILMREWS,"Behind-the-scenes groups in Hollywood"
FILMROLE,"Part"
FILMSAFE,"Like airport X-rays, supposedly"
FILMSETS,"Good places to make a scene"
FILMSTAR,"Clooney or Rooney"
FILMSTAR,"Cruise, for one"
FILMSTAR,"Many a talk show guest"
FILMSTAR,"Prominent player"
FILMSTAR,"Rin Tin Tin, for one"
FILTERED,"Like swimming pools"
FILTERED,"Purified, in a way"
FILTERED,"Rid of impurities"
FINAGLED,"Got by trickery"
FINAGLED,"Got through guile"
FINAGLED,"Got through manipulation"
FINAGLED,"Schemed"
FINAGLED,"Swindled"
FINAGLER,"Devious type"
FINAGLES,"Achieves via trickery"
FINAGLES,"Gets by trickery"
FINAGLES,"Wangles"
FINALBID,"Win-or-lose auction offer"
FINALCUT,"Edited version seen in theaters"
FINALIST,"Last round participant"
FINALIST,"Last-round competitor"
FINALIST,"Last-round player"
FINALIST,"Participant in a deciding game"
FINALIST,"Playoff survivor"
FINALITY,"Quality of being settled"
FINALOUT,"It's a relief for a relief pitcher"
FINANCED,"Acted like an angel?"
FINANCED,"Backed"
FINANCED,"Backed with bucks"
FINANCED,"Provided backing"
FINANCED,"Provided dough for"
FINANCES,"Banking business"
FINANCES,"Husband-to-be's without source of nuptial funds (8)"
FINANCES,"Money matters"
FINBACKS,"Types of whales"
FINDAJOB,"Get regular work"
FINDAJOB,"Land work"
FINDAJOB,"Succeed through help-wanted ads"
FINDAWAY,"Be resourceful"
FINDAWAY,"Persevere and succeed"
FINDAWAY,"Succeed somehow"
FINDINGS,"Investigation culmination"
FINDSOUT,"Discovers"
FINEARTS,"Aesthetic pursuits"
FINEARTS,"Bachelor's area, perhaps"
FINEARTS,"Liberal pursuits"
FINEARTS,"Music, dance, etc."
FINEARTS,"Painters' area"
FINEARTS,"Painting and sculpture, e.g."
FINEARTS,"Painting and such"
FINEARTS,"Painting, sculpture, architecture, etc."
FINEARTS,"Painting, sculpture, etc."
FINEARTS,"Sculpture, painting, etc."
FINEARTS,"Singing, dance, etc."
FINECOMB,"Search thoroughly"
FINECOMB,"What might help you deal with a lousy situation?"
FINELINE,"Delicate path to walk"
FINELINE,"Marginal difference"
FINELINE,"Minute difference"
FINELINE,"Small distinction"
FINELINE,"You'll have to be careful if you want to walk one"
FINEMESS,"With ""A,"" 1986 Ted Danson film"
FINENESS,"Gemstone quality"
FINENESS,"Karat measure"
FINERIES,"Articles of luxury clothing"
FINERIES,"Luxury items"
FINERIES,"Party clothes and such"
FINESPUN,"Delicately developed"
FINESSED,"Handled diplomatically"
FINESSED,"Handled tacffully"
FINESSED,"Maneuvered"
FINESSED,"Used a ruse"
FINESSED,"Used artifice"
FINESSED,"Used extreme subtlety"
FINESSES,"Bridge players' moves"
FINESSES,"Handles adroitly"
FINESSES,"Maneuvers adroitly"
FINESSES,"Maneuvers with subtle skill"
FINETUNE,"Adjust"
FINETUNE,"Hone"
FINETUNE,"Improve in small ways"
FINETUNE,"Make just right"
FINETUNE,"Make minor changes to"
FINETUNE,"Make minor improvements to"
FINETUNE,"Make purr, as an engine"
FINETUNE,"Tweak"
FINEWINE,"Oenophile's love"
FINGERED,"ID'd"
FINGERED,"Informed on"
FINGERER,"Rat"
FINGERIS,"Part 2 of quip"
FINISHED,"Done"
FINISHED,"Over"
FINISHED,"Over with"
FINISHER,"Polish worker?"
FINISHES,"Lacquers, e.g."
FINISHES,"Paint and shellac, for example"
FINISHES,"Puts an end to"
FINISHES,"Some are dull"
FINISHES,"They may be dull"
FINISHES,"Wraps up"
FINISHUP,"Complete"
FINISHUP,"Prepare to leave for the day"
FINISHUP,"Put the last touches on"
FINITUDE,"Opposite of boundlessness"
FINNEGAN,"""___'s Wake"""
FIORELLO,"1930s-'40s New York mayor La Guardia"
FIORELLO,"1959 Bock-Harnick musical"
FIORELLO,"1959 Broadway musical that won a Pulitzer Prize for drama"
FIORELLO,"Broadway hit musical of 1959"
FIORELLO,"First name in New York City history"
FIORELLO,"Former Big Apple mayor La Guardia"
FIORELLO,"LaGuardia"
FIORELLO,"Musical including the song ""Politics and Poker"""
FIORELLO,"Tony-winning musical with the song ""Politics and Poker"""
FIREANTS,"Some picnic pests"
FIREANTS,"What phorid flies are imported to prey on"
FIREAREA,"Designated building section"
